변환,한국은행 기준금리,국고채(3년) 시장금리,국고채(10년) 시장금리,"회사채(3년, AA-) 시장금리",원달러 환율
2023-05-10,3.5,3.273,3.341,4.086,"1,323.00"
2023-05-11,3.5,3.22,3.292,4.032,"1,324.20"
2023-05-12,3.5,3.225,3.274,4.035,"1,320.30"
2023-05-15,3.5,3.279,3.332,4.089,"1,333.60"
2023-05-16,3.5,3.242,3.303,4.056,"1,337.80"
2023-05-17,3.5,3.274,3.319,4.084,"1,336.00"
2023-05-18,3.5,3.316,3.367,4.123,"1,339.40"
2023-05-19,3.5,3.34,3.419,4.148,"1,332.70"
2023-05-22,3.5,3.321,3.398,4.127,"1,331.20"
2023-05-23,3.5,3.373,3.473,4.181,"1,319.10"
2023-05-24,3.5,3.378,3.502,4.183,"1,311.40"
2023-05-25,3.5,3.48,3.597,4.28,"1,317.50"
2023-05-26,3.5,3.524,3.639,4.328,"1,323.40"
2023-05-30,3.5,3.56,3.651,4.359,"1,325.60"
2023-05-31,3.5,3.459,3.532,4.262,"1,322.20"
2023-06-01,3.5,3.478,3.549,4.285,"1,321.60"
2023-06-02,3.5,3.436,3.495,4.244,"1,320.70"
2023-06-05,3.5,3.502,3.561,4.307,"1,308.80"
2023-06-07,3.5,3.471,3.522,4.273,"1,308.30"
2023-06-08,3.5,3.543,3.632,4.344,"1,300.50"
2023-06-09,3.5,3.506,3.613,4.309,"1,306.10"
2023-06-12,3.5,3.493,3.576,4.302,"1,294.90"
2023-06-13,3.5,3.484,3.578,4.297,"1,291.10"
2023-06-14,3.5,3.545,3.635,4.356,"1,277.50"
2023-06-15,3.5,3.626,3.685,4.437,"1,275.90"
2023-06-16,3.5,3.585,3.657,4.395,"1,280.10"
2023-06-19,3.5,3.583,3.633,4.39,"1,273.50"
2023-06-20,3.5,3.567,3.642,4.38,"1,280.70"
2023-06-21,3.5,3.571,3.621,4.378,"1,282.20"
2023-06-22,3.5,3.592,3.647,4.4,"1,291.50"
2023-06-23,3.5,3.609,3.663,4.419,"1,291.40"
2023-06-26,3.5,3.568,3.611,4.375,"1,302.20"
2023-06-27,3.5,3.538,3.603,4.348,"1,303.80"
2023-06-28,3.5,3.557,3.611,4.365,"1,303.10"
2023-06-29,3.5,3.584,3.626,4.391,"1,304.30"
2023-06-30,3.5,3.662,3.675,4.473,"1,312.80"
2023-07-03,3.5,3.613,3.607,4.421,"1,319.40"
2023-07-04,3.5,3.619,3.623,4.429,"1,310.00"
2023-07-05,3.5,3.618,3.644,4.425,"1,301.70"
2023-07-06,3.5,3.676,3.713,4.475,"1,300.80"
2023-07-07,3.5,3.735,3.761,4.534,"1,303.80"
2023-07-10,3.5,3.795,3.863,4.594,"1,307.30"
2023-07-11,3.5,3.703,3.758,4.502,"1,303.80"
2023-07-12,3.5,3.704,3.756,4.512,"1,295.00"
2023-07-13,3.5,3.602,3.657,4.408,"1,291.40"
2023-07-14,3.5,3.614,3.685,4.42,"1,276.20"
2023-07-17,3.5,3.611,3.66,4.414,"1,265.80"
2023-07-18,3.5,3.596,3.651,4.398,"1,266.10"
2023-07-19,3.5,3.543,3.575,4.341,"1,261.60"
2023-07-20,3.5,3.581,3.606,4.379,"1,265.40"
2023-07-21,3.5,3.602,3.636,4.399,"1,265.80"
2023-07-24,3.5,3.617,3.64,4.41,"1,281.70"
2023-07-25,3.5,3.645,3.684,4.435,"1,283.80"
2023-07-26,3.5,3.627,3.658,4.413,"1,280.70"
2023-07-27,3.5,3.587,3.637,4.374,"1,278.70"
2023-07-28,3.5,3.635,3.728,4.423,"1,273.40"
2023-07-31,3.5,3.681,3.761,4.467,"1,280.00"
2023-08-01,3.5,3.647,3.727,4.435,"1,273.80"
2023-08-02,3.5,3.677,3.793,4.466,"1,280.70"
2023-08-03,3.5,3.714,3.861,4.496,"1,293.00"
2023-08-04,3.5,3.738,3.876,4.519,"1,298.80"
2023-08-07,3.5,3.689,3.814,4.468,"1,303.90"
2023-08-08,3.5,3.647,3.74,4.424,"1,304.10"
2023-08-09,3.5,3.672,3.774,4.448,"1,312.60"
2023-08-10,3.5,3.687,3.786,4.464,"1,318.30"
2023-08-11,3.5,3.698,3.824,4.475,"1,317.30"
2023-08-14,3.5,3.747,3.889,4.52,"1,321.10"
2023-08-16,3.5,3.712,3.867,4.488,"1,331.30"
2023-08-17,3.5,3.788,3.976,4.561,"1,338.30"
2023-08-18,3.5,3.729,3.914,4.501,"1,341.60"
2023-08-21,3.5,3.795,3.973,4.563,"1,336.90"
2023-08-22,3.5,3.802,3.986,4.569,"1,341.50"
2023-08-23,3.5,3.771,3.92,4.536,"1,338.70"
2023-08-24,3.5,3.759,3.878,4.524,"1,338.00"
2023-08-25,3.5,3.789,3.935,4.554,"1,324.00"
2023-08-28,3.5,3.759,3.872,4.524,"1,326.60"
2023-08-29,3.5,3.74,3.844,4.503,"1,322.50"
2023-08-30,3.5,3.732,3.85,4.496,"1,322.00"
2023-08-31,3.5,3.711,3.821,4.473,"1,321.40"
2023-09-01,3.5,3.689,3.778,4.447,"1,322.30"
2023-09-04,3.5,3.738,3.856,4.498,"1,319.20"
2023-09-05,3.5,3.765,3.886,4.527,"1,319.30"
2023-09-06,3.5,3.765,3.893,4.521,"1,324.30"
2023-09-07,3.5,3.847,3.969,4.599,"1,332.60"
2023-09-08,3.5,3.795,3.895,4.552,"1,334.70"
2023-09-11,3.5,3.865,3.961,4.622,"1,333.40"
2023-09-12,3.5,3.863,3.965,4.621,"1,332.40"
2023-09-13,3.5,3.853,3.949,4.617,"1,326.10"
2023-09-14,3.5,3.836,3.917,4.596,"1,327.80"
2023-09-15,3.5,3.85,3.928,4.608,"1,326.10"
2023-09-18,3.5,3.891,3.982,4.648,"1,327.60"
2023-09-19,3.5,3.887,3.952,4.641,"1,326.00"
2023-09-20,3.5,3.89,3.963,4.645,"1,323.70"
2023-09-21,3.5,3.93,4.031,4.689,"1,329.30"
2023-09-22,3.5,3.876,4.001,4.65,"1,339.10"
2023-09-25,3.5,3.876,4.012,4.64,"1,337.60"
2023-09-26,3.5,3.891,4.054,4.654,"1,333.70"
2023-09-27,3.5,3.884,4.03,4.658,"1,344.80"
2023-10-04,3.5,4.108,4.351,4.871,"1,351.30"
2023-10-05,3.5,4.081,4.322,4.855,"1,360.60"
2023-10-06,3.5,4.015,4.24,4.796,"1,349.40"
2023-10-10,3.5,3.997,4.219,4.777,"1,348.30"
2023-10-11,3.5,3.953,4.142,4.735,"1,348.30"
2023-10-12,3.5,3.932,4.101,4.719,"1,339.60"
2023-10-13,3.5,3.957,4.169,4.748,"1,339.90"
2023-10-16,3.5,3.973,4.191,4.769,"1,349.40"
2023-10-17,3.5,3.991,4.224,4.787,"1,353.80"
2023-10-18,3.5,4.031,4.287,4.83,"1,351.90"
2023-10-19,3.5,4.07,4.362,4.872,"1,351.70"
2023-10-20,3.5,4.033,4.327,4.838,"1,357.60"
2023-10-23,3.5,4.055,4.374,4.861,"1,355.10"
2023-10-24,3.5,4.004,4.269,4.81,"1,353.20"
2023-10-25,3.5,4.038,4.281,4.844,"1,343.90"
2023-10-26,3.5,4.104,4.392,4.906,"1,347.00"
2023-10-27,3.5,4.073,4.28,4.884,"1,357.10"
2023-10-30,3.5,4.089,4.312,4.905,"1,352.30"
2023-10-31,3.5,4.085,4.325,4.908,"1,352.80"
2023-11-01,3.5,4.071,4.288,4.9,"1,349.60"
2023-11-02,3.5,3.979,4.168,4.811,"1,356.90"
2023-11-03,3.5,3.949,4.105,4.789,"1,343.20"
2023-11-06,3.5,3.877,4.056,4.721,"1,325.80"
2023-11-07,3.5,3.887,4.055,4.731,"1,303.20"
2023-11-08,3.5,3.868,4.022,4.715,"1,306.10"
2023-11-09,3.5,3.847,3.945,4.695,"1,305.50"
2023-11-10,3.5,3.862,3.969,4.711,"1,309.00"
2023-11-13,3.5,3.877,4.005,4.727,"1,316.70"
2023-11-14,3.5,3.857,3.98,4.704,"1,322.70"
2023-11-15,3.5,3.744,3.815,4.591,"1,325.30"
2023-11-16,3.5,3.701,3.799,4.541,"1,302.00"
2023-11-17,3.5,3.681,3.796,4.504,"1,303.90"
2023-11-20,3.5,3.667,3.755,4.469,"1,294.40"
2023-11-21,3.5,3.644,3.726,4.436,"1,292.40"
2023-11-22,3.5,3.666,3.762,4.45,"1,287.70"
2023-11-23,3.5,3.644,3.712,4.418,"1,295.70"
2023-11-24,3.5,3.677,3.779,4.443,"1,298.70"
2023-11-27,3.5,3.689,3.767,4.448,"1,302.10"
2023-11-28,3.5,3.648,3.726,4.397,"1,304.70"
2023-11-29,3.5,3.554,3.641,4.297,"1,294.00"
2023-11-30,3.5,3.583,3.699,4.319,"1,289.00"
2023-12-01,3.5,3.587,3.699,4.309,"1,290.40"
2023-12-04,3.5,3.531,3.626,4.252,"1,303.20"
2023-12-05,3.5,3.484,3.579,4.197,"1,301.80"
2023-12-06,3.5,3.463,3.533,4.17,"1,311.70"
2023-12-07,3.5,3.511,3.576,4.211,"1,312.40"
2023-12-08,3.5,3.461,3.534,4.167,"1,322.70"
2023-12-11,3.5,3.48,3.566,4.196,"1,307.90"
2023-12-12,3.5,3.446,3.527,4.171,"1,318.30"
2023-12-13,3.5,3.465,3.525,4.186,"1,315.70"
2023-12-14,3.5,3.258,3.332,3.98,"1,316.50"
2023-12-15,3.5,3.281,3.358,4.01,"1,295.60"
2023-12-18,3.5,3.277,3.336,4.005,"1,294.70"
2023-12-19,3.5,3.296,3.328,4.022,"1,298.70"
2023-12-20,3.5,3.232,3.28,3.975,"1,304.70"
2023-12-21,3.5,3.236,3.297,3.975,"1,300.20"
2023-12-22,3.5,3.234,3.301,3.972,"1,303.80"
2023-12-26,3.5,3.221,3.271,3.962,"1,300.70"
2023-12-27,3.5,3.22,3.26,3.958,"1,296.80"
2023-12-28,3.5,3.154,3.183,3.898,"1,294.40"
2023-12-29,3.5,3.154,3.183,3.898,"1,289.40"
2024-01-02,3.5,3.24,3.306,3.98,"1,289.40"
2024-01-03,3.5,3.278,3.338,4.017,"1,299.30"
2024-01-04,3.5,3.227,3.288,3.977,"1,308.80"
2024-01-05,3.5,3.283,3.344,4.032,"1,310.20"
2024-01-08,3.5,3.297,3.344,4.045,"1,313.70"
2024-01-09,3.5,3.255,3.323,4.004,"1,314.80"
2024-01-10,3.5,3.269,3.346,4.017,"1,312.10"
2024-01-11,3.5,3.227,3.307,3.976,"1,320.10"
2024-01-12,3.5,3.204,3.306,3.953,"1,316.00"
2024-01-15,3.5,3.191,3.293,3.939,"1,314.10"
2024-01-16,3.5,3.235,3.322,3.982,"1,319.30"
2024-01-17,3.5,3.277,3.369,4.025,"1,329.00"
2024-01-18,3.5,3.285,3.38,4.034,"1,343.20"
2024-01-19,3.5,3.307,3.422,4.058,"1,342.40"
2024-01-22,3.5,3.278,3.372,4.03,"1,336.50"
2024-01-23,3.5,3.286,3.372,4.041,"1,334.70"
2024-01-24,3.5,3.3,3.4,4.051,"1,336.00"
2024-01-25,3.5,3.313,3.419,4.061,"1,339.10"
2024-01-26,3.5,3.263,3.386,4.01,"1,335.70"
2024-01-29,3.5,3.304,3.436,4.051,"1,336.60"
2024-01-30,3.5,3.268,3.35,4.009,"1,336.90"
2024-01-31,3.5,3.261,3.345,4.002,"1,330.60"
2024-02-01,3.5,3.267,3.339,4.001,"1,333.50"
2024-02-02,3.5,3.248,3.287,3.982,"1,332.50"
2024-02-05,3.5,3.312,3.374,4.047,"1,325.10"
2024-02-06,3.5,3.292,3.382,4.028,"1,334.60"
2024-02-07,3.5,3.286,3.378,4.019,"1,329.60"
2024-02-08,3.5,3.305,3.4,4.034,"1,325.30"
2024-02-13,3.5,3.353,3.453,4.074,"1,327.20"
2024-02-14,3.5,3.425,3.502,4.141,"1,328.40"
2024-02-15,3.5,3.405,3.477,4.117,"1,336.90"
2024-02-16,3.5,3.405,3.482,4.115,"1,333.20"
2024-02-19,3.5,3.397,3.467,4.102,"1,333.00"
2024-02-20,3.5,3.405,3.489,4.105,"1,333.80"
2024-02-21,3.5,3.402,3.474,4.09,"1,337.90"
2024-02-22,3.5,3.342,3.424,4.023,"1,335.00"
2024-02-23,3.5,3.374,3.468,4.045,"1,331.00"
2024-02-26,3.5,3.34,3.402,4.005,"1,329.30"
2024-02-27,3.5,3.364,3.43,4.025,"1,331.40"
2024-02-28,3.5,3.359,3.442,4.015,"1,331.30"
2024-02-29,3.5,3.385,3.475,4.037,"1,334.00"
2024-03-04,3.5,3.36,3.434,4.008,"1,334.10"
2024-03-05,3.5,3.349,3.409,3.992,"1,330.10"
2024-03-06,3.5,3.325,3.381,3.962,"1,333.20"
2024-03-07,3.5,3.321,3.399,3.959,"1,335.70"
2024-03-08,3.5,3.271,3.334,3.91,"1,329.60"
2024-03-11,3.5,3.275,3.342,3.914,"1,323.10"
2024-03-12,3.5,3.273,3.335,3.917,"1,314.40"
2024-03-13,3.5,3.251,3.331,3.899,"1,311.10"
2024-03-14,3.5,3.273,3.354,3.922,"1,312.80"
2024-03-15,3.5,3.308,3.41,3.953,"1,316.90"
2024-03-18,3.5,3.348,3.435,3.993,"1,328.40"
2024-03-19,3.5,3.383,3.472,4.022,"1,333.00"
2024-03-20,3.5,3.371,3.451,4.006,"1,338.50"
2024-03-21,3.5,3.306,3.411,3.942,"1,338.70"
2024-03-22,3.5,3.284,3.362,3.918,"1,326.30"
2024-03-25,3.5,3.29,3.37,3.915,"1,336.10"
2024-03-26,3.5,3.301,3.397,3.923,"1,340.70"
2024-03-27,3.5,3.288,3.373,3.903,"1,338.60"
2024-03-28,3.5,3.293,3.377,3.903,"1,345.80"
2024-03-29,3.5,3.322,3.413,3.926,"1,346.80"
2024-04-01,3.5,3.291,3.381,3.896,"1,347.40"
2024-04-02,3.5,3.333,3.425,3.926,"1,347.10"
2024-04-03,3.5,3.341,3.452,3.927,"1,353.00"
2024-04-04,3.5,3.338,3.457,3.919,"1,349.10"
2024-04-05,3.5,3.329,3.433,3.902,"1,346.80"
2024-04-08,3.5,3.383,3.488,3.945,"1,351.80"
2024-04-09,3.5,3.391,3.503,3.953,"1,353.60"
2024-04-11,3.5,3.466,3.585,4.016,"1,354.40"
2024-04-12,3.5,3.403,3.538,3.961,"1,363.70"
2024-04-15,3.5,3.44,3.561,3.983,"1,371.60"
2024-04-16,3.5,3.469,3.618,4.01,"1,383.70"
2024-04-17,3.5,3.475,3.632,4.007,"1,395.30"
2024-04-18,3.5,3.427,3.562,3.96,"1,386.30"
2024-04-19,3.5,3.468,3.583,3.982,"1,375.90"
2024-04-22,3.5,3.512,3.65,4.019,"1,385.00"
2024-04-23,3.5,3.489,3.625,3.992,"1,380.60"
2024-04-24,3.5,3.509,3.645,4.004,"1,377.90"
2024-04-25,3.5,3.543,3.707,4.029,"1,370.00"
2024-04-26,3.5,3.531,3.694,4.012,"1,376.60"
2024-04-29,3.5,3.552,3.704,4.024,"1,375.90"
2024-04-30,3.5,3.529,3.656,3.995,"1,378.70"
2024-05-02,3.5,3.509,3.638,3.972,"1,378.00"
2024-05-03,3.5,3.5,3.614,3.958,"1,378.50"
2024-05-07,3.5,3.448,3.536,3.912,"1,365.20"
2024-05-08,3.5,3.439,3.53,3.901,"1,357.80"
2024-05-09,3.5,3.453,3.556,3.913,"1,364.40"
2024-05-10,3.5,3.44,3.538,3.894,"1,367.90"
2024-05-13,3.5,3.452,3.554,3.904,"1,367.90"
2024-05-14,3.5,3.454,3.546,3.9,"1,370.10"
2024-05-16,3.5,3.375,3.458,3.82,"1,369.00"
2024-05-17,3.5,3.379,3.454,3.825,"1,349.40"
2024-05-20,3.5,3.412,3.497,3.853,"1,355.20"
2024-05-21,3.5,3.411,3.491,3.853,"1,356.20"
2024-05-22,3.5,3.409,3.478,3.848,"1,364.40"
2024-05-23,3.5,3.402,3.472,3.84,"1,363.10"
2024-05-24,3.5,3.423,3.515,3.861,"1,364.50"
2024-05-27,3.5,3.413,3.498,3.851,"1,370.00"
2024-05-28,3.5,3.394,3.481,3.828,"1,365.40"
2024-05-29,3.5,3.425,3.536,3.855,"1,359.50"
2024-05-30,3.5,3.44,3.564,3.867,"1,364.80"
2024-05-31,3.5,3.452,3.578,3.871,"1,376.50"
2024-06-03,3.5,3.434,3.532,3.853,"1,381.60"
2024-06-04,3.5,3.39,3.47,3.81,"1,377.60"
2024-06-05,3.5,3.345,3.43,3.771,"1,373.10"
2024-06-07,3.5,3.308,3.385,3.736,"1,371.50"
2024-06-10,3.5,3.353,3.433,3.782,"1,366.90"
2024-06-11,3.5,3.341,3.425,3.775,"1,377.90"
2024-06-12,3.5,3.307,3.382,3.745,"1,377.40"
2024-06-13,3.5,3.277,3.345,3.718,"1,377.80"
2024-06-14,3.5,3.252,3.302,3.694,"1,371.00"
2024-06-17,3.5,3.212,3.283,3.662,"1,377.70"
2024-06-18,3.5,3.214,3.279,3.666,"1,380.40"
2024-06-19,3.5,3.162,3.231,3.62,"1,380.50"
2024-06-20,3.5,3.196,3.269,3.648,"1,380.80"
2024-06-21,3.5,3.176,3.255,3.637,"1,383.80"
2024-06-24,3.5,3.194,3.264,3.656,"1,389.10"
2024-06-25,3.5,3.201,3.271,3.662,"1,389.70"
2024-06-26,3.5,3.215,3.278,3.676,"1,386.40"
2024-06-27,3.5,3.22,3.3,3.684,"1,390.10"
2024-06-28,3.5,3.182,3.266,3.658,"1,389.20"
2024-07-01,3.5,3.21,3.312,3.681,"1,382.40"
2024-07-02,3.5,3.169,3.289,3.634,"1,380.80"
2024-07-03,3.5,3.16,3.274,3.624,"1,387.40"
2024-07-04,3.5,3.128,3.234,3.591,"1,389.40"
2024-07-05,3.5,3.115,3.227,3.582,"1,381.90"
2024-07-08,3.5,3.119,3.212,3.58,"1,379.00"
2024-07-09,3.5,3.114,3.191,3.572,"1,379.40"
2024-07-10,3.5,3.12,3.198,3.576,"1,383.40"
2024-07-11,3.5,3.163,3.234,3.614,"1,385.60"
2024-07-12,3.5,3.101,3.177,3.552,"1,380.10"
2024-07-15,3.5,3.076,3.177,3.538,"1,376.30"
2024-07-16,3.5,3.035,3.137,3.496,"1,381.90"
2024-07-17,3.5,3.05,3.139,3.509,"1,386.00"
2024-07-18,3.5,3.058,3.138,3.513,"1,381.50"
2024-07-19,3.5,3.074,3.156,3.525,"1,379.90"
2024-07-22,3.5,3.071,3.145,3.522,"1,386.60"
2024-07-23,3.5,3.084,3.171,3.533,"1,388.60"
2024-07-24,3.5,3.046,3.131,3.509,"1,385.10"
2024-07-25,3.5,3.024,3.128,3.484,"1,385.10"
2024-07-26,3.5,3.024,3.108,3.482,"1,385.40"
2024-07-29,3.5,2.978,3.046,3.434,"1,385.40"
2024-07-30,3.5,2.994,3.052,3.451,"1,382.00"
2024-07-31,3.5,3.004,3.064,3.459,"1,384.60"
2024-08-01,3.5,2.976,3.01,3.431,"1,380.10"
2024-08-02,3.5,2.939,2.976,3.394,"1,365.90"
2024-08-05,3.5,2.806,2.878,3.271,"1,372.80"
2024-08-06,3.5,2.935,2.993,3.398,"1,360.60"
2024-08-07,3.5,2.929,3.001,3.397,"1,372.20"
2024-08-08,3.5,2.911,2.997,3.38,"1,376.40"
2024-08-09,3.5,2.941,3.012,3.409,"1,377.70"
2024-08-12,3.5,2.946,3,3.421,"1,369.40"
2024-08-13,3.5,2.918,2.974,3.395,"1,367.70"
2024-08-14,3.5,2.888,2.945,3.37,"1,370.30"
2024-08-16,3.5,2.928,2.973,3.415,"1,361.40"
2024-08-19,3.5,2.927,2.985,3.424,"1,360.10"
2024-08-20,3.5,2.944,2.999,3.442,"1,337.80"
2024-08-21,3.5,2.94,2.997,3.439,"1,332.00"
2024-08-22,3.5,2.907,2.98,3.422,"1,332.40"
2024-08-23,3.5,2.92,3.005,3.439,"1,335.90"
2024-08-26,3.5,2.89,2.974,3.414,"1,340.10"
2024-08-27,3.5,2.94,3.073,3.465,"1,323.90"
2024-08-28,3.5,2.919,3.054,3.456,"1,330.40"
2024-08-29,3.5,2.939,3.075,3.484,"1,334.70"
2024-08-30,3.5,2.953,3.088,3.503,"1,335.30"
2024-09-02,3.5,2.989,3.121,3.542,"1,334.80"
2024-09-03,3.5,2.981,3.12,3.545,"1,338.80"
2024-09-04,3.5,2.931,3.052,3.497,"1,341.00"
2024-09-05,3.5,2.905,3.03,3.48,"1,342.00"
2024-09-06,3.5,2.881,2.99,3.46,"1,335.80"
2024-09-09,3.5,2.897,3.032,3.471,"1,330.40"
2024-09-10,3.5,2.877,3.01,3.451,"1,339.50"
2024-09-11,3.5,2.82,2.943,3.406,"1,344.30"
2024-09-12,3.5,2.866,2.97,3.449,"1,340.30"
2024-09-13,3.5,2.822,2.928,3.41,"1,339.60"
2024-09-19,3.5,2.843,2.979,3.432,"1,331.00"
2024-09-20,3.5,2.838,2.989,3.426,"1,331.80"
2024-09-23,3.5,2.864,3.022,3.449,"1,329.90"
2024-09-24,3.5,2.854,3.026,3.439,"1,335.50"
2024-09-25,3.5,2.812,2.997,3.401,"1,334.30"
2024-09-26,3.5,2.807,3.001,3.395,"1,328.40"
2024-09-27,3.5,2.826,3,3.409,"1,329.70"
2024-09-30,3.5,2.811,2.992,3.397,"1,319.60"
2024-10-02,3.5,2.78,2.932,3.37,"1,306.90"
2024-10-04,3.5,2.824,2.996,3.415,"1,320.10"
2024-10-07,3.5,2.96,3.101,3.546,"1,333.30"
2024-10-08,3.5,2.932,3.077,3.517,"1,346.50"
2024-10-10,3.5,2.962,3.088,3.542,"1,347.80"
2024-10-11,3.25,2.947,3.085,3.523,"1,349.40"
2024-10-14,3.25,2.938,3.087,3.509,"1,348.60"
2024-10-15,3.25,2.906,3.05,3.475,"1,354.90"
2024-10-16,3.25,2.88,3.008,3.452,"1,360.40"
2024-10-17,3.25,2.897,3.028,3.467,"1,363.70"
2024-10-18,3.25,2.908,3.072,3.48,"1,366.50"
2024-10-21,3.25,2.902,3.054,3.471,"1,371.10"
2024-10-22,3.25,2.943,3.13,3.512,"1,370.40"
2024-10-23,3.25,2.936,3.128,3.508,"1,380.10"
2024-10-24,3.25,2.891,3.074,3.46,"1,382.00"
2024-10-25,3.25,2.882,3.054,3.451,"1,380.50"
2024-10-28,3.25,2.932,3.117,3.503,"1,384.40"
2024-10-29,3.25,2.936,3.118,3.504,"1,387.00"
2024-10-30,3.25,2.937,3.105,3.502,"1,383.10"
2024-10-31,3.25,2.936,3.1,3.503,"1,383.30"
2024-11-01,3.25,2.939,3.09,3.507,"1,379.30"
