변환,한국은행 기준금리,국고채(3년) 시장금리,국고채(10년) 시장금리,"회사채(3년, AA-) 시장금리",원달러 환율
2024-11-04,3.25,2.935,3.096,3.507,"1,377.90"
2024-11-05,3.25,2.918,3.073,3.491,"1,371.30"
2024-11-06,3.25,2.96,3.134,3.529,"1,377.80"
2024-11-07,3.25,2.922,3.098,3.492,"1,391.50"
2024-11-08,3.25,2.889,3.049,3.461,"1,399.10"
2024-11-11,3.25,2.901,3.038,3.471,"1,385.40"
2024-11-12,3.25,2.9,3.014,3.467,"1,395.30"
2024-11-13,3.25,2.939,3.067,3.501,"1,401.10"
2024-11-14,3.25,2.929,3.074,3.492,"1,407.30"
2024-11-15,3.25,2.941,3.084,3.506,"1,406.40"
2024-11-18,3.25,2.915,3.063,3.482,"1,402.80"
2024-11-19,3.25,2.889,3.036,3.457,"1,392.60"
2024-11-20,3.25,2.873,3.017,3.438,"1,392.00"
2024-11-21,3.25,2.829,2.978,3.396,"1,391.60"
2024-11-22,3.25,2.816,2.976,3.385,"1,398.10"
2024-11-25,3.25,2.773,2.92,3.342,"1,400.50"
2024-11-26,3.25,2.773,2.903,3.343,"1,398.20"
2024-11-27,3.25,2.741,2.88,3.316,"1,401.20"
2024-11-28,3,2.638,2.788,3.22,"1,396.80"
2024-11-29,3,2.607,2.751,3.194,"1,394.70"
2024-12-02,3,2.567,2.697,3.156,"1,395.10"
2024-12-03,3,2.585,2.713,3.169,"1,402.00"
2024-12-04,3,2.626,2.765,3.21,"1,403.40"
2024-12-05,3,2.603,2.738,3.194,"1,413.00"
2024-12-06,3,2.62,2.744,3.212,"1,414.90"
2024-12-09,3,2.579,2.677,3.173,"1,419.40"
2024-12-10,3,2.524,2.645,3.175,"1,433.20"
2024-12-11,3,2.536,2.692,3.188,"1,428.10"
2024-12-12,3,2.549,2.7,3.2,"1,431.40"
2024-12-13,3,2.541,2.676,3.197,"1,431.50"
2024-12-16,3,2.553,2.721,3.212,"1,432.70"
2024-12-17,3,2.621,2.79,3.279,"1,434.90"
2024-12-18,3,2.536,2.738,3.203,"1,436.60"
2024-12-19,3,2.603,2.814,3.275,"1,436.80"
2024-12-20,3,2.629,2.873,3.3,"1,449.70"
2024-12-23,3,2.616,2.844,3.292,"1,450.30"
2024-12-24,3,2.626,2.876,3.308,"1,449.30"
2024-12-26,3,2.648,2.904,3.33,"1,453.60"
2024-12-27,3,2.634,2.876,3.321,"1,462.90"
2024-12-30,3,2.597,2.855,3.285,"1,474.10"
2024-12-31,3,2.596,2.855,3.284,"1,470.00"
2025-01-02,3,2.507,2.749,3.197,"1,470.00"
2025-01-03,3,2.482,2.754,3.17,"1,468.30"
2025-01-06,3,2.524,2.817,3.202,"1,466.80"
2025-01-07,3,2.508,2.794,3.187,"1,470.80"
2025-01-08,3,2.505,2.796,3.182,"1,455.40"
2025-01-09,3,2.5,2.778,3.174,"1,453.20"
2025-01-10,3,2.561,2.837,3.22,"1,458.20"
2025-01-13,3,2.664,2.871,3.306,"1,460.70"
2025-01-14,3,2.646,2.841,3.292,"1,471.30"
2025-01-15,3,2.675,2.86,3.315,"1,463.30"
2025-01-16,3,2.626,2.802,3.276,"1,460.20"
2025-01-17,3,2.588,2.813,3.241,"1,454.70"
2025-01-20,3,2.623,2.868,3.268,"1,455.80"
2025-01-21,3,2.579,2.818,3.227,"1,453.00"
2025-01-22,3,2.577,2.827,3.227,"1,437.90"
2025-01-23,3,2.578,2.837,3.218,"1,434.30"
2025-01-24,3,2.57,2.859,3.21,"1,437.10"
2025-01-31,3,2.573,2.859,3.204,"1,433.30"
2025-02-03,3,2.572,2.835,3.196,"1,453.00"
2025-02-04,3,2.584,2.844,3.208,"1,469.20"
2025-02-05,3,2.578,2.818,3.198,"1,460.80"
2025-02-06,3,2.582,2.796,3.196,"1,450.00"
2025-02-07,3,2.635,2.836,3.242,"1,447.10"
2025-02-10,3,2.638,2.83,3.239,"1,447.40"
2025-02-11,3,2.633,2.849,3.228,"1,453.40"
2025-02-12,3,2.651,2.879,3.238,"1,453.50"
2025-02-13,3,2.631,2.872,3.227,"1,452.60"
2025-02-14,3,2.611,2.846,3.208,"1,450.50"
2025-02-17,3,2.623,2.869,3.215,"1,443.30"
2025-02-18,3,2.641,2.878,3.224,"1,441.10"
2025-02-19,3,2.63,2.873,3.214,"1,443.90"
2025-02-20,3,2.628,2.888,3.212,"1,440.60"
2025-02-21,3,2.618,2.856,3.2,"1,439.40"
2025-02-24,3,2.61,2.825,3.191,"1,434.10"
2025-02-25,2.75,2.596,2.797,3.178,"1,429.20"
2025-02-26,2.75,2.591,2.752,3.168,"1,430.70"
2025-02-27,2.75,2.592,2.754,3.172,"1,431.80"
2025-02-28,2.75,2.566,2.706,3.157,"1,439.60"
2025-03-04,2.75,2.541,2.703,3.132,"1,458.70"
2025-03-05,2.75,2.565,2.773,3.151,"1,459.60"
2025-03-06,2.75,2.594,2.806,3.174,"1,456.00"
2025-03-07,2.75,2.565,2.773,3.144,"1,441.60"
2025-03-10,2.75,2.596,2.801,3.166,"1,446.30"
2025-03-11,2.75,2.56,2.76,3.131,"1,451.50"
2025-03-12,2.75,2.55,2.763,3.127,"1,457.90"
2025-03-13,2.75,2.57,2.77,3.138,"1,452.00"
2025-03-14,2.75,2.596,2.813,3.161,"1,451.90"
2025-03-17,2.75,2.601,2.805,3.171,"1,454.80"
2025-03-18,2.75,2.598,2.788,3.168,"1,448.00"
2025-03-19,2.75,2.621,2.811,3.184,"1,447.10"
2025-03-20,2.75,2.598,2.792,3.168,"1,452.30"
2025-03-21,2.75,2.597,2.805,3.165,"1,459.20"
2025-03-24,2.75,2.604,2.816,3.171,"1,466.90"
2025-03-25,2.75,2.612,2.821,3.179,"1,466.90"
2025-03-26,2.75,2.618,2.839,3.187,"1,469.60"
2025-03-27,2.75,2.622,2.838,3.182,"1,465.30"
2025-03-28,2.75,2.629,2.842,3.184,"1,466.80"
2025-03-31,2.75,2.569,2.771,3.14,"1,466.50"
2025-04-01,2.75,2.581,2.787,3.153,"1,470.60"
2025-04-02,2.75,2.584,2.767,3.151,"1,471.70"
2025-04-03,2.75,2.529,2.738,3.101,"1,467.80"
2025-04-04,2.75,2.461,2.692,3.035,"1,467.00"
2025-04-07,2.75,2.405,2.648,2.986,"1,439.30"
2025-04-08,2.75,2.413,2.686,2.995,"1,465.90"
2025-04-09,2.75,2.434,2.732,3.01,"1,470.20"
2025-04-10,2.75,2.437,2.702,3.017,"1,482.90"
2025-04-11,2.75,2.411,2.696,2.996,"1,458.50"
2025-04-14,2.75,2.408,2.691,2.998,"1,450.80"
2025-04-15,2.75,2.399,2.664,2.984,"1,427.40"
2025-04-16,2.75,2.351,2.629,2.941,"1,423.30"
2025-04-17,2.75,2.385,2.645,2.968,"1,427.40"
2025-04-18,2.75,2.362,2.62,2.942,"1,419.90"
2025-04-21,2.75,2.331,2.602,2.918,"1,421.50"
2025-04-22,2.75,2.33,2.621,2.923,"1,418.90"
2025-04-23,2.75,2.337,2.598,2.927,"1,422.60"
2025-04-24,2.75,2.341,2.623,2.93,"1,426.60"
2025-04-25,2.75,2.305,2.576,2.901,"1,430.20"
2025-04-28,2.75,2.316,2.588,2.909,"1,434.60"
2025-04-29,2.75,2.31,2.603,2.903,"1,439.30"
2025-04-30,2.75,2.267,2.563,2.868,"1,438.50"
2025-05-02,2.75,2.282,2.593,2.872,"1,426.90"
2025-05-07,2.75,2.253,2.603,2.846,"1,426.60"
2025-05-08,2.75,2.281,2.622,2.867,"1,394.10"
2025-05-09,2.75,2.331,2.67,2.91,"1,396.00"
2025-05-12,2.75,2.33,2.685,2.91,"1,405.60"
2025-05-13,2.75,2.37,2.722,2.939,"1,400.40"
2025-05-14,2.75,2.351,2.718,2.924,"1,413.70"
2025-05-15,2.75,2.362,2.727,2.931,"1,415.80"
2025-05-16,2.75,2.319,2.676,2.896,"1,399.60"
2025-05-19,2.75,2.366,2.747,2.935,"1,394.30"
2025-05-20,2.75,2.33,2.713,2.907,"1,398.00"
2025-05-21,2.75,2.345,2.76,2.921,"1,392.60"
2025-05-22,2.75,2.336,2.755,2.917,"1,387.10"
2025-05-23,2.75,2.338,2.766,2.921,"1,378.40"
2025-05-26,2.75,2.348,2.766,2.926,"1,376.90"
2025-05-27,2.75,2.34,2.709,2.913,"1,365.00"
2025-05-28,2.75,2.314,2.706,2.893,"1,368.30"
2025-05-29,2.5,2.341,2.76,2.914,"1,374.60"
2025-05-30,2.5,2.347,2.786,2.917,"1,381.40"
2025-06-02,2.5,2.34,2.793,2.916,"1,375.70"
2025-06-04,2.5,2.414,2.894,2.982,"1,376.90"
2025-06-05,2.5,2.412,2.891,2.973,"1,373.80"
2025-06-09,2.5,2.405,2.867,2.96,"1,359.00"
2025-06-10,2.5,2.385,2.831,2.955,"1,358.90"
2025-06-11,2.5,2.419,2.837,2.974,"1,359.90"
2025-06-12,2.5,2.429,2.827,2.972,"1,368.80"
2025-06-13,2.5,2.462,2.819,2.997,"1,362.90"
2025-06-16,2.5,2.483,2.864,3.016,"1,366.80"
2025-06-17,2.5,2.448,2.868,2.986,"1,363.60"
2025-06-18,2.5,2.472,2.876,3,"1,361.70"
2025-06-19,2.5,2.475,2.874,3.005,"1,373.20"
2025-06-20,2.5,2.463,2.867,2.996,"1,379.60"
2025-06-23,2.5,2.498,2.873,3.019,"1,369.40"
2025-06-24,2.5,2.461,2.823,2.983,"1,381.90"
2025-06-25,2.5,2.46,2.82,2.981,"1,365.00"
2025-06-26,2.5,2.454,2.788,2.969,"1,360.90"
2025-06-27,2.5,2.453,2.785,2.967,"1,357.60"
2025-06-30,2.5,2.452,2.805,2.963,"1,356.40"
2025-07-01,2.5,2.454,2.784,2.959,"1,353.60"
2025-07-02,2.5,2.483,2.832,2.981,"1,352.60"
2025-07-03,2.5,2.449,2.814,2.952,"1,359.40"
2025-07-04,2.5,2.467,2.828,2.965,"1,358.10"
2025-07-07,2.5,2.482,2.84,2.973,"1,364.20"
2025-07-08,2.5,2.477,2.847,2.968,"1,366.60"
2025-07-09,2.5,2.478,2.854,2.967,"1,368.00"
2025-07-10,2.5,2.433,2.814,2.928,"1,373.80"
2025-07-11,2.5,2.448,2.823,2.938,"1,373.00"
2025-07-14,2.5,2.474,2.886,2.959,"1,374.70"
2025-07-15,2.5,2.463,2.877,2.953,"1,378.50"
2025-07-16,2.5,2.459,2.877,2.95,"1,382.70"
2025-07-17,2.5,2.479,2.905,2.968,"1,387.10"
2025-07-18,2.5,2.474,2.873,2.961,"1,390.80"
2025-07-21,2.5,2.456,2.855,2.948,"1,391.90"
2025-07-22,2.5,2.463,2.839,2.952,"1,391.10"
2025-07-23,2.5,2.458,2.83,2.95,"1,386.30"
2025-07-24,2.5,2.467,2.849,2.96,"1,379.10"
2025-07-25,2.5,2.485,2.855,2.974,"1,368.70"
2025-07-28,2.5,2.464,2.829,2.958,"1,376.00"
2025-07-29,2.5,2.46,2.823,2.952,"1,379.60"
2025-07-30,2.5,2.454,2.797,2.946,"1,391.40"
2025-07-31,2.5,2.46,2.785,2.952,"1,382.90"
2025-08-01,2.5,2.478,2.832,2.97,"1,390.40"
2025-08-04,2.5,2.421,2.778,2.917,"1,399.30"
2025-08-05,2.5,2.425,2.766,2.917,"1,384.90"
2025-08-06,2.5,2.43,2.779,2.918,"1,386.70"
2025-08-07,2.5,2.408,2.772,2.901,"1,389.50"
2025-08-08,2.5,2.409,2.776,2.902,"1,384.20"
2025-08-11,2.5,2.42,2.781,2.909,"1,386.00"
2025-08-12,2.5,2.431,2.801,2.917,"1,388.30"
2025-08-13,2.5,2.417,2.809,2.907,"1,390.20"
2025-08-14,2.5,2.404,2.787,2.896,"1,383.80"
2025-08-18,2.5,2.426,2.837,2.912,"1,382.20"
2025-08-19,2.5,2.444,2.858,2.924,"1,385.30"
2025-08-20,2.5,2.441,2.853,2.923,"1,389.40"
2025-08-21,2.5,2.438,2.845,2.921,"1,397.50"
2025-08-22,2.5,2.456,2.86,2.932,"1,398.10"
2025-08-25,2.5,2.434,2.852,2.915,"1,395.60"
2025-08-26,2.5,2.422,2.86,2.902,"1,386.30"
2025-08-27,2.5,2.402,2.825,2.887,"1,391.20"
2025-08-28,2.5,2.416,2.815,2.898,"1,395.70"
2025-08-29,2.5,2.426,2.815,2.906,"1,388.60"
2025-09-01,2.5,2.435,2.847,2.913,"1,387.70"
2025-09-02,2.5,2.45,2.87,2.924,"1,392.40"
2025-09-03,2.5,2.475,2.913,2.946,"1,392.20"
2025-09-04,2.5,2.472,2.883,2.943,"1,393.80"
2025-09-05,2.5,2.46,2.855,2.931,"1,392.70"
2025-09-08,2.5,2.448,2.848,2.918,"1,391.80"
2025-09-09,2.5,2.425,2.818,2.898,"1,390.40"
2025-09-10,2.5,2.43,2.833,2.902,"1,386.60"
2025-09-11,2.5,2.42,2.813,2.892,"1,387.60"
2025-09-12,2.5,2.431,2.813,2.901,"1,389.40"
2025-09-15,2.5,2.443,2.821,2.909,"1,388.70"
2025-09-16,2.5,2.417,2.804,2.885,"1,389.50"
2025-09-17,2.5,2.418,2.787,2.881,"1,382.30"
2025-09-18,2.5,2.403,2.756,2.868,"1,380.00"
2025-09-19,2.5,2.441,2.815,2.898,"1,384.60"
2025-09-22,2.5,2.459,2.833,2.912,"1,393.60"
2025-09-23,2.5,2.46,2.813,2.912,"1,394.00"
2025-09-24,2.5,2.489,2.848,2.935,"1,393.80"
2025-09-25,2.5,2.528,2.885,2.969,"1,394.90"
2025-09-26,2.5,2.562,2.943,3.001,"1,400.40"
2025-09-29,2.5,2.563,2.939,3.004,"1,411.60"
2025-09-30,2.5,2.582,2.951,3.022,"1,402.20"
2025-10-01,2.5,2.596,2.96,3.033,"1,403.20"
2025-10-02,2.5,2.581,2.959,3.019,"1,406.00"
2025-10-10,2.5,2.591,2.964,3.026,"1,401.90"
2025-10-13,2.5,2.554,2.904,2.995,"1,420.50"
2025-10-14,2.5,2.533,2.871,2.975,"1,427.70"
2025-10-15,2.5,2.52,2.856,2.966,"1,428.40"
2025-10-16,2.5,2.569,2.908,3.004,"1,424.40"
2025-10-17,2.5,2.555,2.885,2.99,"1,419.10"
2025-10-20,2.5,2.569,2.892,3.004,"1,419.50"
2025-10-21,2.5,2.6,2.904,3.024,"1,420.20"
2025-10-22,2.5,2.572,2.869,2.999,"1,423.70"
2025-10-23,2.5,2.605,2.912,3.027,"1,430.10"
2025-10-24,2.5,2.591,2.913,3.013,"1,436.60"
2025-10-27,2.5,2.62,2.959,3.036,"1,436.10"
2025-10-28,2.5,2.633,2.935,3.047,"1,432.50"
2025-10-29,2.5,2.677,2.984,3.085,"1,434.30"
2025-10-30,2.5,2.732,3.05,3.135,"1,433.00"
2025-10-31,2.5,2.716,3.061,3.122,"1,423.20"
2025-11-03,2.5,2.741,3.086,3.147,"1,427.40"
2025-11-04,2.5,2.729,3.082,3.136,"1,429.00"
2025-11-05,2.5,2.767,3.125,3.169,"1,437.70"
2025-11-06,2.5,2.834,3.203,3.232,"1,447.00"
2025-11-07,2.5,2.894,3.226,3.286,"1,445.60"
2025-11-10,2.5,2.865,3.23,3.261,"1,454.00"
2025-11-11,2.5,2.831,3.201,3.236,"1,453.70"
2025-11-12,2.5,2.923,3.282,3.331,"1,463.20"
2025-11-13,2.5,2.932,3.267,3.345,"1,466.40"
2025-11-14,2.5,2.944,3.317,3.365,"1,469.50"
2025-11-17,2.5,2.914,3.301,3.342,"1,458.50"
2025-11-18,2.5,2.872,3.268,3.309,"1,458.30"
2025-11-19,2.5,2.869,3.281,3.308,"1,465.20"
2025-11-20,2.5,2.908,3.325,3.34,"1,465.00"
2025-11-21,2.5,2.872,3.271,3.308,"1,468.40"
2025-11-24,2.5,2.904,3.289,3.338,"1,472.00"
2025-11-25,2.5,2.902,3.264,3.334,"1,473.50"
2025-11-26,2.5,2.895,3.251,3.328,"1,473.50"
2025-11-27,2.5,3.013,3.351,3.446,"1,462.70"
2025-11-28,2.5,2.991,3.344,3.428,"1,464.80"
2025-12-01,2.5,3.045,3.387,3.481,"1,465.90"
2025-12-02,2.5,3.022,3.346,3.463,"1,469.10"
2025-12-03,2.5,3.041,3.368,3.484,"1,469.60"
2025-12-04,2.5,3.025,3.376,3.474,"1,468.70"
2025-12-05,2.5,2.994,3.358,3.453,"1,471.50"
2025-12-08,2.5,3.034,3.401,3.492,"1,472.10"
2025-12-09,2.5,3.084,3.453,3.545,"1,469.00"
2025-12-10,2.5,3.095,3.371,3.574,"1,470.40"
2025-12-11,2.5,3.101,3.378,3.585,"1,470.40"
2025-12-12,2.5,3.093,3.409,3.582,"1,469.50"
2025-12-15,2.5,3,3.325,3.499,"1,472.50"
2025-12-16,2.5,2.999,3.313,3.507,"1,474.10"
2025-12-17,2.5,2.996,3.324,3.507,"1,472.40"
2025-12-18,2.5,2.967,3.312,3.484,"1,478.60"
2025-12-19,2.5,3.01,3.342,3.523,"1,477.20"
2025-12-22,2.5,2.999,3.359,3.513,"1,477.80"
2025-12-23,2.5,2.963,3.379,3.5,"1,478.90"
2025-12-24,2.5,2.939,3.345,3.475,"1,483.40"
2025-12-26,2.5,2.958,3.374,3.489,"1,460.60"
2025-12-29,2.5,2.939,3.354,3.47,"1,442.30"
2025-12-30,2.5,2.952,3.385,3.476,"1,433.90"
2025-12-31,2.5,2.953,3.385,3.476,"1,434.90"
2026-01-02,2.5,2.935,3.386,3.459,"1,434.90"
2026-01-05,2.5,2.933,3.396,3.457,"1,442.10"
2026-01-06,2.5,2.948,3.398,3.46,"1,446.80"
2026-01-07,2.5,2.91,3.354,3.423,"1,445.70"
2026-01-08,2.5,2.902,3.341,3.418,"1,448.30"
2026-01-09,2.5,2.942,3.386,3.445,"1,449.40"
2026-01-12,2.5,2.98,3.392,3.469,"1,455.70"
2026-01-13,2.5,3.003,3.412,3.486,"1,464.10"
2026-01-14,2.5,2.996,3.418,3.481,"1,472.80"
2026-01-15,2.5,3.09,3.493,3.565,"1,477.50"
2026-01-16,2.5,3.08,3.488,3.56,"1,469.70"
2026-01-19,2.5,3.13,3.565,3.599,"1,473.50"
2026-01-20,2.5,3.191,3.653,3.653,"1,473.60"
2026-01-21,2.5,3.138,3.602,3.624,"1,477.00"
2026-01-22,2.5,3.109,3.558,3.615,"1,472.80"
2026-01-23,2.5,3.137,3.59,3.644,"1,468.40"
2026-01-26,2.5,3.096,3.544,3.611,"1,467.20"
2026-01-27,2.5,3.094,3.53,3.607,"1,442.80"
2026-01-28,2.5,3.067,3.518,3.589,"1,448.80"
2026-01-29,2.5,3.106,3.557,3.626,"1,428.60"
2026-01-30,2.5,3.138,3.607,3.658,"1,427.00"
2026-02-02,2.5,3.152,3.603,3.668,"1,436.70"
2026-02-03,2.5,3.189,3.661,3.708,"1,457.30"
2026-02-04,2.5,3.212,3.712,3.731,"1,449.00"
2026-02-05,2.5,3.204,3.687,3.724,"1,451.20"
2026-02-06,2.5,3.233,3.71,3.755,"1,464.10"
2026-02-09,2.5,3.267,3.754,3.787,"1,470.30"
2026-02-10,2.5,3.224,3.681,3.759,"1,464.30"
2026-02-11,2.5,3.2,3.639,3.746,"1,457.70"
2026-02-12,2.5,3.154,3.618,3.716,"1,454.40"
2026-02-13,2.5,3.142,3.571,3.705,"1,443.40"
2026-02-19,2.5,3.178,3.588,3.735,"1,443.10"
2026-02-20,2.5,3.143,3.54,3.718,"1,450.70"
2026-02-23,2.5,3.154,3.578,3.725,"1,448.70"
2026-02-24,2.5,3.158,3.593,3.73,"1,442.00"
2026-02-25,2.5,3.124,3.556,3.705,"1,445.80"
2026-02-26,2.5,3.062,3.47,3.653,"1,435.30"
2026-02-27,2.5,3.041,3.446,3.637,"1,424.50"
2026-03-03,2.5,3.18,3.594,3.769,"1,435.40"
2026-03-04,2.5,3.223,3.632,3.8,"1,464.50"
2026-03-05,2.5,3.189,3.589,3.777,"1,478.80"
2026-03-06,2.5,3.227,3.616,3.815,"1,464.30"
2026-03-09,2.5,3.42,3.739,3.997,"1,474.50"
2026-03-10,2.5,3.283,3.629,3.874,"1,493.10"
2026-03-11,2.5,3.253,3.608,3.845,"1,472.80"
2026-03-12,2.5,3.271,3.649,3.866,"1,467.30"
2026-03-13,2.5,3.338,3.701,3.919,"1,479.80"
2026-03-16,2.5,3.3,3.68,3.887,"1,489.50"
2026-03-17,2.5,3.324,3.692,3.906,"1,496.00"
2026-03-18,2.5,3.261,3.606,3.855,"1,491.60"
2026-03-19,2.5,3.329,3.693,3.915,"1,486.00"
2026-03-20,2.5,3.41,3.736,3.991,"1,499.70"
2026-03-23,2.5,3.617,3.879,4.197,"1,494.90"
2026-03-24,2.5,3.523,3.835,4.121,"1,509.60"
2026-03-25,2.5,3.558,3.859,4.158,"1,498.30"
2026-03-26,2.5,3.552,3.865,4.156,"1,495.60"
2026-03-27,2.5,3.582,3.915,4.182,"1,506.20"
2026-03-30,2.5,3.542,3.891,4.157,"1,508.10"
2026-03-31,2.5,3.552,3.879,4.166,"1,513.40"
2026-04-01,2.5,3.37,3.689,4.011,"1,530.50"
2026-04-02,2.5,3.477,3.804,4.114,"1,507.80"
2026-04-03,2.5,3.448,3.747,4.093,"1,518.80"
2026-04-06,2.5,3.432,3.725,4.081,"1,507.60"
2026-04-07,2.5,3.451,3.754,4.107,"1,507.20"
2026-04-08,2.5,3.315,3.628,3.973,"1,506.80"
2026-04-09,2.5,3.338,3.66,3.999,"1,476.10"
2026-04-10,2.5,3.36,3.686,4.018,"1,481.10"
2026-04-13,2.5,3.382,3.715,4.043,"1,479.80"
2026-04-14,2.5,3.339,3.658,4.005,"1,489.80"
2026-04-15,2.5,3.328,3.655,3.995,"1,481.40"
2026-04-16,2.5,3.34,3.675,4.005,"1,473.10"
2026-04-17,2.5,3.371,3.717,4.037,"1,472.60"
2026-04-20,2.5,3.348,3.688,4.016,"1,480.00"
2026-04-21,2.5,3.33,3.655,3.994,"1,475.60"
2026-04-22,2.5,3.365,3.697,4.028,"1,470.80"
2026-04-23,2.5,3.458,3.791,4.107,"1,477.60"
2026-04-24,2.5,3.496,3.817,4.145,"1,480.60"
2026-04-27,2.5,3.492,3.82,4.147,"1,482.90"
2026-04-28,2.5,3.529,3.861,4.182,"1,473.10"
2026-04-29,2.5,3.525,3.843,4.185,"1,473.30"
2026-04-30,2.5,3.595,3.923,4.248,"1,476.10"
